Name,Type,Minion,Spell,Weapon,Rarity,Class,Druid,Hunter,Mage,Neutral,Paladin,Priest,Rogue,Shaman,Warlock,Warrior,Tribe,Beast,Demon,Dragon,Elemental,General,Mech,Murloc,Pirate,Totem,Cost,Attack,Health,Charge,Taunt,Windfury,Stealth,Divine Shield,Poisonous,Immune,Can't be Targeted by Spells or Hero Powers,Adapt,Lifesteal,Rush,Echo,Magnetic,Spell Damage,Overload,Trigger,Aura,Battlecry,Combo,Choose One,Deathrattle,End of Turn,Start of Turn,Whenever,While,After,Secret,Elemental,Dragon,Effect,Trigger 2,Effect 2,In % of Decks,Deck winrate
Onyxia,Minion,1,0,0,Legendary,Neutral,0,0,0,1,0,0,0,0,0,0,Dragon,0,0,1,0,0,0,0,0,0,9,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,0,1,0,0,0,0,0,0,0,0,0,0,0,Summon 1/1 Whelps until your side of the battlefield is full.,None,None,0.07,48.60
Pint-Sized Summoner,Minion,1,0,0,Rare,Neutral,0,0,0,1,0,0,0,0,0,0,General,0,0,0,0,1,0,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,1,0,0,0,0,0,0,0,0,0,0,0,0,The first minion you play each turn costs (1) less.,None,None,0.02,41.50
Priestess of Elune,Minion,1,0,0,Common,Neutral,0,0,0,1,0,0,0,0,0,0,General,0,0,0,0,1,0,0,0,0,6,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,0,1,0,0,0,0,0,0,0,0,0,0,0,Restore 4 Health to your Hero.,None,None,0.04,41.20
Questing Adventurer,Minion,1,0,0,Rare,Neutral,0,0,0,1,0,0,0,0,0,0,General,0,0,0,0,1,0,0,0,0,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,W,0,0,0,0,0,0,0,1,0,0,0,0,0,Whenever you play a card; gain +1/+1.,None,None,0.30,47.80
Raging Worgen,Minion,1,0,0,Common,Neutral,0,0,0,1,0,0,0,0,0,0,General,0,0,0,0,1,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,H,0,0,0,0,0,0,0,0,1,0,0,0,0,Has +1 Attack and Windfury while damaged.,None,None,0.30,53.30
Ravenholdt Assassin,Minion,1,0,0,Rare,Neutral,0,0,0,1,0,0,0,0,0,0,General,0,0,0,0,1,0,0,0,0,7,7,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,None,None,None,0.01,40.80
Scarlet Crusader,Minion,1,0,0,Common,Neutral,0,0,0,1,0,0,0,0,0,0,General,0,0,0,0,1,0,0,0,0,3,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,None,None,None,0.05,47.00
Sea Giant,Minion,1,0,0,Epic,Neutral,0,0,0,1,0,0,0,0,0,0,General,0,0,0,0,1,0,0,0,0,10,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,1,0,0,0,0,0,0,0,0,0,0,0,0,Costs (1) less for each other minion on the battlefield.,None,None,4.10,56.10
Secretkeeper,Minion,1,0,0,Rare,Neutral,0,0,0,1,0,0,0,0,0,0,General,0,0,0,0,1,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,W,0,0,0,0,0,0,0,1,0,0,0,0,0,Whenever a Secret is played; gain +1/+1.,None,None,2.70,55.90
Shieldbearer,Minion,1,0,0,Common,Neutral,0,0,0,1,0,0,0,0,0,0,General,0,0,0,0,1,0,0,0,0,1,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,None,None,None,0.04,39.20
Silver Hand Knight,Minion,1,0,0,Common,Neutral,0,0,0,1,0,0,0,0,0,0,General,0,0,0,0,1,0,0,0,0,5,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,0,1,0,0,0,0,0,0,0,0,0,0,0,Summon a 2/2 Squire.,None,None,0.04,45.70
Silvermoon Guardian,Minion,1,0,0,Common,Neutral,0,0,0,1,0,0,0,0,0,0,General,0,0,0,0,1,0,0,0,0,4,3,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,None,None,None,0.01,41.20
Southsea Captain,Minion,1,0,0,Epic,Neutral,0,0,0,1,0,0,0,0,0,0,Pirate,0,0,0,0,0,0,0,1,0,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,1,0,0,0,0,0,0,0,0,0,0,0,0,Your other Pirates have +1/+1.,None,None,0.02,41.80
Southsea Deckhand,Minion,1,0,0,Common,Neutral,0,0,0,1,0,0,0,0,0,0,Pirate,0,0,0,0,0,0,0,1,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,H,0,0,0,0,0,0,0,0,0,0,0,0,0,Has Charge while you have a weapon equipped.,None,None,6.00,54.50
Spellbreaker,Minion,1,0,0,Common,Neutral,0,0,0,1,0,0,0,0,0,0,General,0,0,0,0,1,0,0,0,0,4,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,0,1,0,0,0,0,0,0,0,0,0,0,0,Silence a minion.,None,None,14.90,53.90
Spiteful Smith,Minion,1,0,0,Common,Neutral,0,0,0,1,0,0,0,0,0,0,General,0,0,0,0,1,0,0,0,0,5,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,H,0,0,0,0,0,0,0,0,1,0,0,0,0,Your weapon has +2 Attack while this is damaged.,None,None,0.05,49.20
Stampeding Kodo,Minion,1,0,0,Rare,Neutral,0,0,0,1,0,0,0,0,0,0,Beast,1,0,0,0,0,0,0,0,0,5,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,0,1,0,0,0,0,0,0,0,0,0,0,0,Destroy a random enemy minion with 2 or less Attack.,None,None,0.06,47.30
Stranglethorn Tiger,Minion,1,0,0,Common,Neutral,0,0,0,1,0,0,0,0,0,0,Beast,1,0,0,0,0,0,0,0,0,5,5,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,None,None,None,0.07,51.50
Sunfury Protector,Minion,1,0,0,Rare,Neutral,0,0,0,1,0,0,0,0,0,0,General,0,0,0,0,1,0,0,0,0,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,0,1,0,0,0,0,0,0,0,0,0,0,0,Give adjacent minions Taunt.,None,None,5.70,54.60
Sunwalker,Minion,1,0,0,Rare,Neutral,0,0,0,1,0,0,0,0,0,0,General,0,0,0,0,1,0,0,0,0,6,4,5,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,None,None,None,0.20,47.00
Tauren Warrior,Minion,1,0,0,Common,Neutral,0,0,0,1,0,0,0,0,0,0,General,0,0,0,0,1,0,0,0,0,3,2,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,H,0,0,0,0,0,0,0,0,1,0,0,0,0,Has +3 Attack while damaged.,None,None,0.02,39.10
The Beast,Minion,1,0,0,Legendary,Neutral,0,0,0,1,0,0,0,0,0,0,Beast,1,0,0,0,0,0,0,0,0,6,9,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,D,0,0,0,0,1,0,0,0,0,0,0,0,0,Summon a 3/3 Finkle Einhorn for your opponent.,None,None,0.01,47.00
The Black Knight,Minion,1,0,0,Legendary,Neutral,0,0,0,1,0,0,0,0,0,0,General,0,0,0,0,1,0,0,0,0,6,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,0,1,0,0,0,0,0,0,0,0,0,0,0,Destoy an enemy minion with Taunt.,None,None,1.40,52.90
Thrallmar Farseer,Minion,1,0,0,Common,Neutral,0,0,0,1,0,0,0,0,0,0,General,0,0,0,0,1,0,0,0,0,3,2,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,None,None,None,0.04,45.20
Tinkmaster Overspark,Minion,1,0,0,Legendary,Neutral,0,0,0,1,0,0,0,0,0,0,General,0,0,0,0,1,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,0,1,0,0,0,0,0,0,0,0,0,0,0,Transform a random enemy minion into a 5/5 Devilsaur or a 1/1 Squirel,None,None,0.30,52.10
Twilight Drake,Minion,1,0,0,Rare,Neutral,0,0,0,1,0,0,0,0,0,0,Dragon,0,0,1,0,0,0,0,0,0,4,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,0,1,0,0,0,0,0,0,0,0,0,0,0,Gain +1 Health for each card in your hand.,None,None,7.80,54.00
Venture Co. Mercenary,Minion,1,0,0,Common,Neutral,0,0,0,1,0,0,0,0,0,0,General,0,0,0,0,1,0,0,0,0,5,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,1,0,0,0,0,0,0,0,0,0,0,0,0,Your minions cost (3) more.,None,None,0.02,47.30
Violet Teacher,Minion,1,0,0,Rare,Neutral,0,0,0,1,0,0,0,0,0,0,General,0,0,0,0,1,0,0,0,0,4,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,W,0,0,0,0,0,0,0,1,0,0,0,0,0,Whenever you cast a spell; summon a 1/1 Violet Apprentice.,None,None,1.10,54.70
Wild Pyromancer,Minion,1,0,0,Rare,Neutral,0,0,0,1,0,0,0,0,0,0,General,0,0,0,0,1,0,0,0,0,2,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,1,0,0,0,After you cast a spell; deal 1 damage to ALL minions.,None,None,5.70,52.60
Windfury Harpy,Minion,1,0,0,Common,Neutral,0,0,0,1,0,0,0,0,0,0,General,0,0,0,0,1,0,0,0,0,6,4,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,None,None,None,1.60,56.60
Wisp,Minion,1,0,0,Common,Neutral,0,0,0,1,0,0,0,0,0,0,General,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,None,None,None,0.01,39.40
Worgen Infiltrator,Minion,1,0,0,Common,Neutral,0,0,0,1,0,0,0,0,0,0,General,0,0,0,0,1,0,0,0,0,1,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,None,None,None,0.40,50.50
Young Dragonhawk,Minion,1,0,0,Common,Neutral,0,0,0,1,0,0,0,0,0,0,Beast,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,None,None,None,0.07,43.80
Young Priestess,Minion,1,0,0,Rare,Neutral,0,0,0,1,0,0,0,0,0,0,General,0,0,0,0,1,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,E,0,0,0,0,0,1,0,0,0,0,0,0,0,At the end of your turn; give another random friendly minion +1 Health.,None,None,0.07,45.50
Youthful Brewmaster,Minion,1,0,0,Common,Neutral,0,0,0,1,0,0,0,0,0,0,General,0,0,0,0,1,0,0,0,0,2,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,0,1,0,0,0,0,0,0,0,0,0,0,0,Return a friendly minion from the battlefield to your hand.,None,None,0.80,46.20
Ysera,Minion,1,0,0,Legendary,Neutral,0,0,0,1,0,0,0,0,0,0,Dragon,0,0,1,0,0,0,0,0,0,9,4,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,E,0,0,0,0,0,1,0,0,0,0,0,0,0,At the end of your turn; add a Dream Card to your hand.,None,None,1.60,49.00
Aldor Peacekeeper,Minion,1,0,0,Rare,Paladin,0,0,0,0,1,0,0,0,0,0,General,0,0,0,0,1,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,0,1,0,0,0,0,0,0,0,0,0,0,0,Change an enemy minion's Attack to 1.,None,None,6.50,51.40
Argent Protector,Minion,1,0,0,Common,Paladin,0,0,0,0,1,0,0,0,0,0,General,0,0,0,0,1,0,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,0,1,0,0,0,0,0,0,0,0,0,0,0,Give a friendly minion Divine Shield.,None,None,10.40,56.60
TIrion Fordring,Minion,1,0,0,Legendary,Paladin,0,0,0,0,1,0,0,0,0,0,General,0,0,0,0,1,0,0,0,0,8,6,6,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,D,0,0,0,0,1,0,0,0,0,0,0,0,0,Equip a 5/3 Ashbringer.,None,None,13.40,55.60
Auchenai Soulpriest,Minion,1,0,0,Rare,Priest,0,0,0,0,0,1,0,0,0,0,General,0,0,0,0,1,0,0,0,0,4,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,1,0,0,0,0,0,0,0,0,0,0,0,0,Your cards and powers that restore Health now deal damage instead.,None,None,8.30,49.80
Cabal Shadow Priest,Minion,1,0,0,Epic,Priest,0,0,0,0,0,1,0,0,0,0,General,0,0,0,0,1,0,0,0,0,6,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,0,1,0,0,0,0,0,0,0,0,0,0,0,Take control of an enemy minion that has 2 or less Attack.,None,None,17.70,53.30
Lightspawn,Minion,1,0,0,Common,Priest,0,0,0,0,0,1,0,0,0,0,Elemental,0,0,0,1,0,0,0,0,0,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,1,0,0,0,0,0,0,0,0,0,0,0,0,This minion's Attack is always equal to its Health.,None,None,0.80,41.60
Lightwell,Minion,1,0,0,Rare,Priest,0,0,0,0,0,1,0,0,0,0,General,0,0,0,0,1,0,0,0,0,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,T,0,0,0,0,0,0,1,0,0,0,0,0,0,At the start of your turn; restor 3 Health to a damaged friendly character.,None,None,0.80,42.50
Prophet Velen,Minion,1,0,0,Legendary,Priest,0,0,0,0,0,1,0,0,0,0,General,0,0,0,0,1,0,0,0,0,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,1,0,0,0,0,0,0,0,0,0,0,0,0,Double the damage and healing of your spells and Hero Power.,None,None,41.80,51.90
Temple Enforcer,Minion,1,0,0,Common,Priest,0,0,0,0,0,1,0,0,0,0,General,0,0,0,0,1,0,0,0,0,6,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,0,1,0,0,0,0,0,0,0,0,0,0,0,Give a friendly minion +3 Health.,None,None,0.40,41.30
Defias Ringleader,Minion,1,0,0,Common,Rogue,0,0,0,0,0,0,1,0,0,0,General,0,0,0,0,1,0,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C,0,0,1,0,0,0,0,0,0,0,0,0,0,Summon a 2/1 Defias Bandit.,None,None,0.40,38.40
Edwin VanCleef,Minion,1,0,0,Legendary,Rogue,0,0,0,0,0,0,1,0,0,0,General,0,0,0,0,1,0,0,0,0,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C,0,0,1,0,0,0,0,0,0,0,0,0,0,Gain +2/+2 for each other card you've played this turn.,None,None,26.20,51.90
Kidnapper,Minion,1,0,0,Epic,Rogue,0,0,0,0,0,0,1,0,0,0,General,0,0,0,0,1,0,0,0,0,6,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C,0,0,1,0,0,0,0,0,0,0,0,0,0,Return a minion to its owner's hand.,None,None,0.08,31.10
Master of Disguise,Minion,1,0,0,Rare,Rogue,0,0,0,0,0,0,1,0,0,0,General,0,0,0,0,1,0,0,0,0,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,0,1,0,0,0,0,0,0,0,0,0,0,0,Give a friendly minion Stealth until your next turn.,None,None,0.04,30.90
Patient Assassin,Minion,1,0,0,Epic,Rogue,0,0,0,0,0,0,1,0,0,0,None,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,None,None,None,0.07,29.70
SI:7 Agent ,Minion,1,0,0,Rare,Rogue,0,0,0,0,0,0,1,0,0,0,General,0,0,0,0,1,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C,0,0,1,0,0,0,0,0,0,0,0,0,0,Deal 2 damage.,None,None,60.20,52.70
Al'Akir the Windlord,Minion,1,0,0,Legendary,Shaman,0,0,0,0,0,0,0,1,0,0,Elemental,0,0,0,1,0,0,0,0,0,8,3,5,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,None,None,None,34.30,55.80
Dust Devil,Minion,1,0,0,Common,Shaman,0,0,0,0,0,0,0,1,0,0,Elemental,0,0,0,1,0,0,0,0,0,1,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,N,0,0,0,0,0,0,0,0,0,0,0,0,0,None,None,None,0.20,39.30
Earth Elemental,Minion,1,0,0,Epic,Shaman,0,0,0,0,0,0,0,1,0,0,Elemental,0,0,0,1,0,0,0,0,0,5,7,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,N,0,0,0,0,0,0,0,0,0,0,0,0,0,None,None,None,1.70,43.30
Mana Tide Totem,Minion,1,0,0,Rare,Shaman,0,0,0,0,0,0,0,1,0,0,Totem,0,0,0,0,0,0,0,0,1,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,E,0,0,0,0,0,1,0,0,0,0,0,0,0,At the end of your turn; draw a card.,None,None,58.00,50.60
Unbound Elemental,Minion,1,0,0,Common,Shaman,0,0,0,0,0,0,0,1,0,0,Elemental,0,0,0,1,0,0,0,0,0,3,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,W,0,0,0,0,0,0,0,1,0,0,0,0,0,Whenever you play a card with Overload; gain +1/+1.,None,None,5.90,47.90
Blood Imp,Minion,1,0,0,Common,Warlock,0,0,0,0,0,0,0,0,1,0,Demon,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,E,0,0,0,0,0,1,0,0,0,0,0,0,0,At the end of your turn; give another firlendly minion +1 Health.,None,None,0.50,44.80
Doomguard,Minion,1,0,0,Rare,Warlock,0,0,0,0,0,0,0,0,1,0,Demon,0,1,0,0,0,0,0,0,0,5,5,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,0,1,0,0,0,0,0,0,0,0,0,0,0,Discard two random cards.,None,None,36.30,54.20
Felguard,Minion,1,0,0,Rare,Warlock,0,0,0,0,0,0,0,0,1,0,Demon,0,1,0,0,0,0,0,0,0,3,3,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,B,0,1,0,0,0,0,0,0,0,0,0,0,0,Destroy one of your Mana Crystals.,Deal 2 instead.,None,0.10,37.00
Flame Imp,Minion,1,0,0,Common,Warlock,0,0,0,0,0,0,0,0,1,0,Demon,0,1,0,0,0,0,0,0,0,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,0,1,0,0,0,0,0,0,0,0,0,0,0,Deal 3 damage to your hero.,None,None,43.00,55.20
Lord Jaraxxus,Minion,1,0,0,Legendary,Warlock,0,0,0,0,0,0,0,0,1,0,Demon,0,1,0,0,0,0,0,0,0,9,3,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,0,1,0,0,0,0,0,0,0,0,0,0,0,Destroy your hero and replace it with Lord Jaraxxus.,None,None,0.70,45.90
Pit Lord,Minion,1,0,0,Epic,Warlock,0,0,0,0,0,0,0,0,1,0,Demon,0,1,0,0,0,0,0,0,0,4,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,0,1,0,0,0,0,0,0,0,0,0,0,0,Deal 5 damage to your hero.,None,None,0.10,47.40
Summoning Portal,Minion,1,0,0,Common,Warlock,0,0,0,0,0,0,0,0,1,0,General,0,0,0,0,1,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,1,0,0,0,0,0,0,0,0,0,0,0,0,Your minions cost (2) less; but not less than (1).,None,None,0.60,43.20
Void Terror,Minion,1,0,0,Rare,Warlock,0,0,0,0,0,0,0,0,1,0,Demon,0,1,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,0,1,0,0,0,0,0,0,0,0,0,0,0,Destroy the minions on either side of this minion and gain their Attack.,None,None,0.20,41.30
Arathi Weaponsmith,Minion,1,0,0,Common,Warrior,0,0,0,0,0,0,0,0,0,1,General,0,0,0,0,1,0,0,0,0,4,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,0,1,0,0,0,0,0,0,0,0,0,0,0,Equip a 2/2 weapon.,None,None,0.50,40.60
Armorsmith,Minion,1,0,0,Rare,Warrior,0,0,0,0,0,0,0,0,0,1,General,0,0,0,0,1,0,0,0,0,2,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,W,0,0,0,0,0,0,0,1,0,0,0,0,0,Whenever a friendly minion takes damage; gain 1 Armor.,None,None,4.30,44.80
Cruel Taskmaster,Minion,1,0,0,Common,Warrior,0,0,0,0,0,0,0,0,0,1,General,0,0,0,0,1,0,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,0,1,0,0,0,0,0,0,0,0,0,0,0,Deal 1 damage to a minion and give it +2 Attack.,None,None,1.60,42.60
Frothing Berserker,Minion,1,0,0,Rare,Warrior,0,0,0,0,0,0,0,0,0,1,General,0,0,0,0,1,0,0,0,0,3,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,W,0,0,0,0,0,0,0,1,0,0,0,0,0,Whenever a minion takes damage; gain +1 Attack.,None,None,18.00,51.40
Grommash Hellscream,Minion,1,0,0,Legendary,Warrior,0,0,0,0,0,0,0,0,0,1,General,0,0,0,0,1,0,0,0,0,8,4,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,1,0,0,0,0,0,0,0,0,0,0,0,0,Has +6 Attack while Damaged.,None,None,18.50,51.70
